,CellLabel,NodeLabelLobe,NodeLabelNeck1,NodeLabelNeck2,LobeLength,NeckWidth
407,80.0,76.0,72.0,78.0,1.4150904564726596,9.846287879195895
408,80.0,0.0,78.0,3.0,1.3442905191959065,7.747618279187482
409,81.0,17.0,4.0,26.0,14.040024074053434,16.510046062927866
410,81.0,30.0,26.0,36.0,4.5560317163075155,12.726223163216964
411,81.0,40.0,36.0,42.0,2.470855115137268,8.322051309623127
412,81.0,46.0,42.0,50.0,3.5635179247479587,10.992389822054164
413,81.0,52.0,50.0,56.0,1.593653663755083,9.93271463397595
414,81.0,57.0,56.0,4.0,2.0012401155283692,12.604752000733692
415,82.0,9.0,4.0,12.0,4.063035564697902,10.001318313102528
416,82.0,14.0,12.0,19.0,3.5635179247479587,9.786582702864163
417,82.0,2.0,19.0,4.0,2.6703531601644004,6.529792722590818
418,83.0,8.0,5.0,13.0,4.0024802310567384,11.966695951681901
419,83.0,17.0,13.0,34.0,6.363111581608482,25.57878097173515
420,83.0,47.0,34.0,48.0,1.976684092109814,21.743525013207957
421,83.0,52.0,48.0,56.0,3.005924982430533,13.14160477262956
422,83.0,58.0,56.0,63.0,1.9011138840164206,10.849276934432082
423,83.0,64.0,63.0,74.0,1.7817589623739793,15.878200212870475
424,83.0,81.0,74.0,82.0,1.2886403687608114,13.951035266244581
425,83.0,2.0,82.0,5.0,3.8595990724426286,15.389282276961458
426,84.0,4.0,3.0,7.0,0.7968268318775416,7.116749047142241
427,84.0,10.0,7.0,12.0,2.253766625008011,7.785350409583373
428,84.0,13.0,12.0,15.0,1.105,4.5345408808389855
429,84.0,16.0,15.0,20.0,0.988342046054907,9.093283950256914
430,84.0,25.0,20.0,26.0,1.56270598642227,9.061
431,84.0,27.0,26.0,3.0,1.3442905191959065,7.19863188390683
432,85.0,2.0,1.0,6.0,1.250164789137816,8.908794811869896
433,85.0,7.0,6.0,9.0,1.105,4.867020135565498
434,85.0,16.0,9.0,21.0,7.455270484697386,8.365952007990483
435,85.0,0.0,21.0,1.0,1.3977267257944237,9.492715364952222
436,86.0,7.0,6.0,8.0,0.7968268318775416,3.315
437,86.0,11.0,8.0,19.0,6.144435938310367,9.734040271130995
438,86.0,24.0,19.0,25.0,1.326,9.305648445970867
439,86.0,28.0,25.0,31.0,2.688581038391813,9.764099139193538
440,86.0,1.0,31.0,6.0,7.517249297449168,12.598938447345475
441,87.0,17.0,12.0,24.0,5.884578914416902,14.34288297379575
442,87.0,40.0,24.0,42.0,3.7764496554303486,25.510906001159583
443,87.0,44.0,42.0,50.0,3.164238454984074,11.417382756131108
444,87.0,54.0,50.0,56.0,2.0375193250617283,9.567028483285705
445,87.0,59.0,56.0,63.0,2.3904804956326253,9.746576065470375
446,87.0,64.0,63.0,70.0,1.3977267257944237,11.474987407400498
447,87.0,84.0,70.0,85.0,1.9011138840164206,21.207941177775837
448,87.0,0.0,85.0,12.0,6.721452595979533,18.315020829908985
449,88.0,23.0,14.0,32.0,12.280920486673628,16.228082819606264
450,88.0,41.0,32.0,43.0,2.873,14.944895215423895
451,88.0,47.0,43.0,52.0,4.075038650123457,11.978933925855005
452,88.0,55.0,52.0,59.0,3.070230121668407,9.441124138575871
453,88.0,6.0,59.0,14.0,11.5640242995248,17.814848245213877
454,89.0,12.0,11.0,21.0,1.3977267257944237,15.734517120013566
455,89.0,31.0,21.0,34.0,5.381701682553577,18.7342313960301
456,89.0,42.0,34.0,46.0,5.525,13.219421243004552
457,89.0,47.0,46.0,60.0,1.3977267257944237,19.78783204396075
458,89.0,71.0,60.0,73.0,2.873,21.505241895872736
459,89.0,78.0,73.0,81.0,3.7764496554303486,10.41517455446619
460,89.0,85.0,81.0,89.0,2.9650261381647214,11.076488252149234
461,89.0,3.0,89.0,11.0,6.883005884059667,17.2011272305044
462,90.0,16.0,12.0,19.0,3.0781738092576902,10.218711171180052
463,90.0,34.0,19.0,36.0,3.494316814486059,22.986124901774986
464,90.0,38.0,36.0,53.0,3.005924982430533,24.073788775346518
465,90.0,56.0,53.0,63.0,2.8301809129453193,14.984060764692593
466,90.0,80.0,63.0,12.0,23.525862619678794,15.12680022344448
467,91.0,12.0,7.0,17.0,3.678173051937606,15.578540656942163
468,91.0,30.0,17.0,33.0,5.8387514076213245,21.98477964410833
469,91.0,37.0,33.0,45.0,5.345276887121938,17.132845939889847
470,91.0,48.0,45.0,57.0,3.865921106282434,16.070818523024894
471,91.0,74.0,57.0,76.0,3.2630258963115817,24.728310091876477
472,91.0,78.0,76.0,83.0,2.0849098301845093,10.610301833595498
473,91.0,0.0,83.0,7.0,3.164238454984074,14.39047740695214
474,92.0,15.0,10.0,19.0,4.063035564697902,12.598938447345475
475,92.0,27.0,19.0,30.0,3.909889128862863,15.784104060731481
476,92.0,35.0,30.0,47.0,7.412565345411802,21.110995357869793
477,92.0,50.0,47.0,53.0,2.0849098301845093,8.274967190267283
478,92.0,67.0,53.0,10.0,21.385675673216404,15.51728487848309
479,93.0,25.0,12.0,30.0,9.895767024339245,17.004079510517467
480,93.0,32.0,30.0,34.0,1.1268833125040054,6.710544091204527
481,93.0,38.0,34.0,41.0,2.586738680269037,10.692837836608202
482,93.0,43.0,41.0,45.0,1.593653663755083,6.144435938310367
483,93.0,5.0,45.0,12.0,6.988633628972118,15.208911072131365
484,94.0,9.0,6.0,14.0,5.34984354911431,5.039575378938189
485,94.0,3.0,14.0,6.0,5.34984354911431,5.039575378938189
486,95.0,19.0,8.0,34.0,17.702086204738695,11.511109112505189
487,95.0,40.0,34.0,41.0,1.1268833125040054,10.41517455446619
488,95.0,50.0,41.0,8.0,13.703782142167906,13.529821432672346
489,96.0,3.0,2.0,6.0,1.593653663755083,6.904260713501482
490,96.0,10.0,6.0,14.0,5.634416562520027,5.2017222148054
491,96.0,1.0,14.0,2.0,1.768,5.529418233412987
492,97.0,7.0,5.0,8.0,1.1901214223767254,5.253110031210083
493,97.0,11.0,8.0,14.0,4.193180177383271,7.133885477073486
494,97.0,0.0,14.0,5.0,4.35880132605284,6.332334561597326
495,98.0,6.0,5.0,16.0,1.683085856395924,16.21001480566875
496,98.0,28.0,16.0,31.0,4.682906042192177,19.289135232041897
497,98.0,39.0,31.0,40.0,1.3977267257944237,14.262635275432098
498,98.0,44.0,40.0,63.0,6.378444402830521,28.999040294464923
499,98.0,75.0,63.0,76.0,1.1901214223767254,20.724568849556317
500,98.0,80.0,76.0,83.0,2.6611924019130972,10.83801665435148
501,98.0,84.0,83.0,89.0,1.3977267257944237,9.093283950256914
502,98.0,0.0,89.0,5.0,4.760485689506901,11.17526004171715
503,99.0,8.0,4.0,13.0,7.061633026432342,4.760485689506901
504,99.0,18.0,13.0,4.0,8.619,4.760485689506901
505,100.0,8.0,3.0,12.0,7.5593630684072854,5.178195535126112
506,100.0,16.0,12.0,3.0,6.735969789124652,5.178195535126112
507,101.0,8.0,6.0,15.0,2.7954534515888474,12.579540532149814
508,101.0,32.0,15.0,33.0,1.976684092109814,23.02858176267049
509,101.0,35.0,33.0,48.0,3.070230121668407,20.285103524507832
510,101.0,53.0,48.0,55.0,2.3802428447534507,9.520971379013803
511,101.0,66.0,55.0,70.0,6.469678276390566,19.910861282224836
512,101.0,72.0,70.0,6.0,3.3223584996204125,15.263406238451495
513,102.0,7.0,5.0,8.0,1.2886403687608114,4.474908937620966
514,102.0,16.0,8.0,23.0,10.309122950086492,10.916594707141966
515,102.0,24.0,23.0,28.0,1.3442905191959065,7.772793384620487
516,102.0,35.0,28.0,5.0,10.783803642500173,5.784123529109661
517,103.0,4.0,2.0,11.0,2.3492622246143577,13.703782142167906
518,103.0,13.0,11.0,19.0,2.7336190297845087,12.235099713529106
519,103.0,22.0,19.0,23.0,1.3442905191959065,6.164275950993758
520,103.0,31.0,23.0,35.0,7.020012037026717,11.069872131149484
521,103.0,39.0,35.0,44.0,3.757,12.753059632888101
522,103.0,46.0,44.0,49.0,1.593653663755083,7.319738861462205
523,103.0,0.0,49.0,2.0,2.7691220630373086,14.825130690823604
524,104.0,10.0,5.0,16.0,7.620495325108466,5.590906903177695
525,104.0,18.0,16.0,19.0,0.6988633628972118,4.550668522316254
526,104.0,0.0,19.0,5.0,7.709701485790485,6.526051792623163
527,105.0,10.0,5.0,13.0,3.750494367413448,10.471296242586206
528,105.0,20.0,13.0,32.0,12.15700892489596,12.552333089908027
529,105.0,44.0,32.0,5.0,16.362957006604887,13.357251700855233
530,106.0,12.0,5.0,17.0,8.304426048800723,5.435881253301989
531,106.0,23.0,17.0,5.0,8.40090739146671,5.435881253301989
532,107.0,3.0,2.0,6.0,1.593653663755083,5.538244126074617
533,107.0,11.0,6.0,15.0,7.047786673843073,6.593063779457924
534,107.0,17.0,15.0,19.0,1.8882248277151743,6.328476909968148
535,107.0,0.0,19.0,2.0,1.7817589623739793,6.068452356243724
536,108.0,5.0,2.0,7.0,3.5428995187557892,3.5635179247479587
537,108.0,0.0,7.0,2.0,3.5635179247479587,3.5635179247479587
538,109.0,4.0,1.0,6.0,2.873,7.023489873275252
539,109.0,8.0,6.0,11.0,2.881487463099571,7.103010136554783
540,109.0,14.0,11.0,1.0,3.452130356750741,7.116749047142241
541,110.0,7.0,4.0,16.0,5.340706320328801,12.456639073201087
542,110.0,22.0,16.0,26.0,6.128517683747025,10.280657761057899
543,110.0,0.0,26.0,4.0,4.03287155758772,9.925336115215444
544,111.0,26.0,21.0,27.0,1.4150904564726596,10.356391070252224
545,111.0,44.0,27.0,65.0,25.782280930902914,14.579301492184047
546,111.0,77.0,65.0,81.0,5.950607111883627,19.329605531412174
547,111.0,84.0,81.0,86.0,2.2210225122677167,7.52698877373947
548,111.0,87.0,86.0,89.0,0.312541197284454,5.04441879704689
549,111.0,91.0,89.0,96.0,2.7954534515888474,9.028600611390448
550,111.0,0.0,96.0,21.0,22.19372625315542,17.948683405754306
551,112.0,13.0,5.0,14.0,1.3977267257944237,13.40105805524325
552,112.0,15.0,14.0,19.0,1.1268833125040054,8.177
553,112.0,22.0,19.0,27.0,3.28540119315739,10.83801665435148
554,112.0,43.0,27.0,47.0,6.25082394568908,20.38238322669849
555,112.0,51.0,47.0,53.0,1.56270598642227,9.764099139193538
556,112.0,56.0,53.0,58.0,1.7260651783753704,7.735
557,112.0,0.0,58.0,5.0,4.251019877629367,12.691635749579328
558,113.0,27.0,9.0,42.0,20.86900086252334,16.71730247378446
559,113.0,43.0,42.0,52.0,1.6089042855309945,15.178372672984414
560,113.0,71.0,52.0,72.0,1.7260651783753704,26.943879156498607
561,113.0,79.0,72.0,81.0,1.593653663755083,15.08152966379737
562,113.0,82.0,81.0,90.0,1.1901214223767254,14.69276080251768
563,113.0,92.0,90.0,100.0,2.6976487910771483,14.324141894019341
564,113.0,106.0,100.0,108.0,2.3492622246143577,11.84568246239954
565,113.0,0.0,108.0,9.0,6.559643359207877,18.27230352199744
566,114.0,22.0,8.0,29.0,12.536759469655626,13.305962009565485
567,114.0,31.0,29.0,32.0,0.6988633628972118,5.154561475043246
568,114.0,35.0,32.0,36.0,1.1268833125040054,6.644716999240825
569,114.0,0.0,36.0,8.0,9.128129381204015,11.105112561338583
570,115.0,5.0,4.0,9.0,1.6089042855309945,6.939540762903551
571,115.0,14.0,9.0,20.0,7.968268318775416,4.193180177383271
572,115.0,0.0,20.0,4.0,6.363111581608482,8.66703282559839
573,116.0,8.0,5.0,13.0,3.315,11.978933925855005
574,116.0,26.0,13.0,44.0,18.60867244055846,14.267770954146972
575,116.0,53.0,44.0,55.0,2.8301809129453193,15.802659048400685
576,116.0,70.0,55.0,85.0,19.247311110905855,21.637694562961183
577,116.0,89.0,85.0,93.0,3.9347931330630335,9.945
578,116.0,0.0,93.0,5.0,6.443201843804057,13.189831007257068
579,117.0,14.0,3.0,24.0,13.362735348722582,17.960924391578516
580,117.0,28.0,24.0,30.0,1.768,9.567028483285705
581,117.0,35.0,30.0,36.0,1.3442905191959065,9.0177749472916
582,117.0,40.0,36.0,50.0,6.721452595979533,17.992169074350095
583,117.0,58.0,50.0,60.0,2.652,14.150904564726595
584,117.0,65.0,60.0,73.0,7.19523870347607,17.693807108703318
585,117.0,77.0,73.0,84.0,5.04441879704689,13.569471986779737
586,117.0,0.0,84.0,3.0,3.101882815323622,9.063694721249165
587,118.0,7.0,2.0,9.0,3.373418592466698,5.647404093917842
588,118.0,0.0,9.0,2.0,3.5635179247479587,5.647404093917842
589,119.0,3.0,2.0,13.0,1.4825130690823607,15.221751016226746
590,119.0,18.0,13.0,19.0,1.4150904564726596,9.846287879195895
591,119.0,20.0,19.0,21.0,0.312541197284454,3.101882815323622
592,119.0,22.0,21.0,25.0,0.6988633628972118,7.116749047142241
593,119.0,36.0,25.0,43.0,12.205123923991923,13.68238111587307
594,119.0,46.0,43.0,48.0,1.593653663755083,7.968268318775416
595,119.0,50.0,48.0,56.0,2.470855115137268,11.325037130181958
596,119.0,70.0,56.0,2.0,4.193180177383271,22.37454468810483
597,120.0,15.0,10.0,16.0,1.250164789137816,9.544027713706619
598,120.0,17.0,16.0,19.0,0.625082394568908,5.458297353570983
599,120.0,22.0,19.0,29.0,4.199,15.034498594898336
600,120.0,41.0,29.0,54.0,18.36428885091933,12.875028310648485
601,120.0,60.0,54.0,65.0,5.458297353570983,13.119286718415754
602,120.0,70.0,65.0,71.0,1.105,8.908794811869896
603,120.0,78.0,71.0,80.0,2.688581038391813,12.666597214721875
604,120.0,0.0,80.0,10.0,3.8595990724426286,16.919134168154113
605,121.0,13.0,6.0,21.0,10.424549150922548,6.883005884059667
606,121.0,24.0,21.0,25.0,0.911206343261503,6.1563476185153805
607,121.0,30.0,25.0,6.0,8.889585929614494,7.912911095165926
608,122.0,5.0,2.0,6.0,1.2886403687608114,6.068452356243724
609,122.0,10.0,6.0,16.0,5.950607111883627,10.237811582560015
610,122.0,22.0,16.0,29.0,9.513273516513651,7.0754522823632975
611,122.0,0.0,29.0,2.0,0.6988633628972118,4.826712856592984
612,123.0,19.0,13.0,20.0,1.4150904564726596,11.72133665585969
613,123.0,24.0,20.0,34.0,5.647404093917842,16.914803516446767
614,123.0,35.0,34.0,40.0,0.988342046054907,9.13615176099872
615,123.0,53.0,40.0,55.0,3.644825373046012,21.67603330870296
616,123.0,0.0,55.0,13.0,5.577787823142791,21.330793609240143
617,124.0,5.0,1.0,8.0,5.3223848038261945,3.7829106518658357
618,124.0,11.0,8.0,1.0,3.12541197284454,3.7829106518658357
619,125.0,7.0,3.0,15.0,5.313200353835718,14.607748936780094
620,125.0,17.0,15.0,21.0,2.3073077384692318,8.365952007990483
621,125.0,28.0,21.0,29.0,1.56270598642227,12.666597214721875
622,125.0,35.0,29.0,42.0,7.376237116579158,17.846348674168617
623,125.0,44.0,42.0,48.0,2.0012401155283692,9.410033634371345
624,125.0,1.0,48.0,3.0,2.9485077581719197,13.660946563104623
625,126.0,4.0,1.0,6.0,3.1410001591849688,6.144435938310367
626,126.0,7.0,6.0,8.0,0.937623591853362,2.881487463099571
627,126.0,10.0,8.0,12.0,1.7260651783753704,5.039575378938189
628,126.0,0.0,12.0,1.0,1.250164789137816,4.245271369417979
629,127.0,9.0,1.0,15.0,9.786582702864163,5.345276887121938
630,127.0,22.0,15.0,1.0,10.03301056512949,5.345276887121938
631,128.0,6.0,4.0,12.0,2.9485077581719197,11.098513504068912
632,128.0,17.0,12.0,23.0,6.424223299356896,11.762931309839397
633,128.0,24.0,23.0,28.0,0.911206343261503,7.34638040125884
634,128.0,32.0,28.0,34.0,2.253766625008011,9.37623591853362
635,128.0,0.0,34.0,4.0,3.3223584996204125,9.505569420082104
636,129.0,7.0,2.0,8.0,1.593653663755083,8.035409261512447
637,129.0,9.0,8.0,13.0,1.105,7.620495325108466
638,129.0,16.0,13.0,17.0,1.105,6.644716999240825
639,129.0,21.0,17.0,2.0,7.50749718614666,9.876005113404915
640,130.0,6.0,3.0,9.0,2.6976487910771483,8.765095150652957
641,130.0,12.0,9.0,15.0,2.7691220630373086,8.203834347425598
642,130.0,16.0,15.0,18.0,0.911206343261503,4.966357316987975
643,130.0,22.0,18.0,25.0,3.373418592466698,9.378840066873941
644,130.0,28.0,25.0,32.0,2.7336190297845087,11.601973797591512
645,130.0,34.0,32.0,35.0,0.4941710230274535,4.6620001072501065
646,130.0,38.0,35.0,42.0,3.12541197284454,11.305613517186938
647,130.0,47.0,42.0,49.0,2.470855115137268,9.40224494469273
648,130.0,0.0,49.0,3.0,1.1268833125040054,6.5447350595726945
649,131.0,5.0,3.0,6.0,1.105,4.851944146422133
650,131.0,7.0,6.0,9.0,0.6988633628972118,4.906996331769569
651,131.0,11.0,9.0,14.0,1.7260651783753704,7.971332448217173
652,131.0,15.0,14.0,17.0,0.663,5.1592969482285085
653,131.0,21.0,17.0,23.0,1.875247183706724,9.693816792161899
654,131.0,24.0,23.0,3.0,1.3977267257944237,13.379172807016134
655,132.0,5.0,3.0,7.0,1.593653663755083,6.374614655020332
656,132.0,12.0,7.0,14.0,2.9485077581719197,10.06460302247436
657,132.0,15.0,14.0,21.0,1.3442905191959065,10.408138065955889
658,132.0,29.0,21.0,31.0,2.9485077581719197,14.055669496683535
659,132.0,32.0,31.0,3.0,1.105,7.543193289317197
660,133.0,8.0,5.0,9.0,1.3442905191959065,6.721452595979533
661,133.0,10.0,9.0,14.0,1.768,8.40090739146671
662,133.0,15.0,14.0,17.0,1.1901214223767254,4.760485689506901
663,133.0,0.0,17.0,5.0,6.068452356243724,9.276736602922387
